S_no,Gender,Degree,Specialization,CGPA,marks_12,Company_Placed,Package,Speaking,Extra_Curricular,Internship_Experience,Python,Java,C,CPP,DBMS,OOPS,Data_Structures,SQL,Operating_Systems,Data_Communication_and_Computer_Networks,Machine_Learning,Deep_Learning,Mobile_App_Development,Web_App_Development
335,Male,B.E/B.Tech,CSE,8.65,93.24,Advance Auto Parts,9,2,4,Yes,7,10,7,9,6,3,1,3,9,8,0,3,0,9
336,Female,B.E/B.Tech,CSE,8.46,87.01,Darwin Box (Internship),13,0,6,No,9,4,7,2,4,5,9,9,8,6,6,6,9,10
337,Female,B.E/B.Tech,CSE,8.19,86.48,Advance Auto Parts,9,4,5,Yes,6,1,5,5,3,9,4,5,3,6,5,4,10,9
338,Male,B.E/B.Tech,CSE,8.06,92.47,Mathworks,15.5,5,5,Yes,10,2,4,1,8,4,8,9,9,0,2,3,10,10
339,Female,B.E/B.Tech,CSE,8.91,89.2,TCS,3.6,2,6,No,4,2,8,6,5,2,5,4,5,3,4,0,5,2
340,Male,B.E/B.Tech,CSE,9.17,89.82,TCS,3.6,1,6,No,6,1,9,3,8,6,8,3,4,0,0,2,2,6
341,Female,B.E/B.Tech,CSE,7.47,88.43,Accenture (ASE),4.5,6,8,No,5,3,6,6,4,2,3,8,3,1,5,6,3,7
342,Female,B.E/B.Tech,CSE,8.84,89.56,Care Allianz,11,0,8,Yes,9,5,10,1,2,2,4,7,7,4,0,4,7,9
343,Female,B.E/B.Tech,CSE,9.05,87.43,Accenture (Adv ASE),6.5,4,2,Yes,9,7,4,7,6,7,6,6,3,0,8,0,0,3
344,Male,B.E/B.Tech,CSE,8.86,90.62,Mathworks,15.5,10,0,No,10,1,7,9,9,7,7,5,5,3,7,6,9,8
345,Female,B.E/B.Tech,CSE,7.28,89.34,HD Works,12,0,9,No,4,8,8,4,5,7,3,9,10,7,6,6,10,9
346,Male,B.E/B.Tech,CSE,7.49,96.46,Modak Analytics,6,2,0,No,9,10,7,5,8,8,5,6,2,0,8,0,8,3
347,Male,B.E/B.Tech,CSE,8.47,89.06,Care Allianz,11,6,0,No,9,10,10,1,10,5,6,6,9,0,6,2,6,3
348,Female,B.E/B.Tech,CSE,8.36,85.79,Micron (ETD),8.1,6,1,Yes,8,1,6,1,5,6,3,10,4,0,2,6,2,9
349,Female,B.E/B.Tech,CSE,9.24,92.44,Micron (EPS),9.1,2,7,Yes,4,2,6,9,4,7,4,8,7,0,3,6,8,3
350,Male,B.E/B.Tech,CSE,7.3,92.01,Advance Auto Parts,9,5,5,Yes,8,5,5,9,4,9,5,4,1,2,2,6,7,8
351,Male,B.E/B.Tech,CSE,8.72,91.05,Oracle (GBU),16.6,9,9,Yes,8,7,6,1,9,4,4,3,4,2,8,1,6,9
352,Male,B.E/B.Tech,CSE,9.17,90.04,Capgemini (Sr.Analyst),7.5,8,3,Yes,8,0,6,4,7,7,4,4,1,7,6,6,0,3
353,Male,B.E/B.Tech,CSE,7.92,91.08,Modak Analytics,6,6,2,Yes,7,3,7,5,3,4,3,5,10,0,4,4,1,6
354,Male,B.E/B.Tech,CSE,9.32,89.43,JP Morgan Chase,14,1,10,Yes,8,0,6,7,10,3,5,9,8,7,6,0,5,9
355,Female,B.E/B.Tech,CSE,8.47,86.53,Micron (EPS),9.1,5,8,Yes,5,9,5,5,3,9,7,10,1,1,4,0,4,9
356,Female,B.E/B.Tech,CSE,7.63,91.96,LTI (Level 1),5,5,4,No,6,2,7,3,2,2,5,7,10,0,8,6,9,4
357,Female,B.E/B.Tech,CSE,7.63,92.35,Micron (EPS),9.1,9,7,Yes,10,6,4,0,5,9,8,5,7,4,0,0,0,6
358,Female,B.E/B.Tech,CSE,7.89,87.49,Cognizant GenC,5,2,10,No,7,5,10,5,2,8,4,8,1,5,0,1,4,10
359,Female,B.E/B.Tech,CSE,8.87,88.26,Advance Auto Parts,9,8,5,No,4,9,6,2,8,7,2,3,10,7,8,2,5,9
360,Female,B.E/B.Tech,CSE,8.32,90.63,TCS,3.6,5,2,No,8,2,10,2,3,3,4,4,4,1,5,2,10,9
361,Male,B.E/B.Tech,CSE,8.42,92.1,Capgemini (Sr.Analyst),7.5,1,10,No,9,10,7,4,6,5,7,9,9,0,0,0,2,6
362,Male,B.E/B.Tech,CSE,7.39,94.47,Care Allianz,11,0,6,No,8,8,9,10,4,6,4,9,8,1,5,1,10,3
363,Female,B.E/B.Tech,CSE,7.85,85.79,Cognizant GenC,5,0,5,No,7,8,7,4,10,7,3,7,1,2,5,5,10,4
364,Female,B.E/B.Tech,CSE,7.28,96.7,Micron (EPS),9.1,2,8,Yes,4,8,5,10,7,7,2,5,2,4,2,6,5,10
365,Male,B.E/B.Tech,CSE,8.84,90.58,Barclays,12.75,10,9,Yes,5,2,6,7,6,3,3,7,8,5,6,3,0,8
366,Female,B.E/B.Tech,CSE,8.61,96.48,Capgemini (Analyst),4,2,10,No,6,6,6,1,7,2,8,8,6,0,1,0,6,5
367,Female,B.E/B.Tech,CSE,8.88,91.42,JP Morgan Chase,14,8,9,Yes,5,3,7,10,5,8,7,3,4,3,2,5,8,4
368,Female,B.E/B.Tech,CSE,9.21,96.6,Care Allianz,11,10,6,No,9,1,10,6,8,10,3,7,5,3,3,3,2,5
369,Female,B.E/B.Tech,CSE,8.89,96.52,Deloitte (Tax),7.6,10,0,No,4,2,6,1,9,7,9,3,8,8,5,1,1,4
370,Female,B.E/B.Tech,CSE,8.73,95.94,Wipro,3.6,3,5,No,4,3,6,0,3,3,4,10,2,2,8,2,7,7
371,Male,B.E/B.Tech,CSE,8.56,91.56,Capgemini (Sr.Analyst),7.5,8,8,Yes,6,1,10,6,2,2,9,7,1,8,2,3,0,2
372,Male,B.E/B.Tech,CSE,8.44,89.88,Micron (EPS),9.1,1,9,Yes,4,7,6,5,5,2,9,6,5,6,5,1,0,10
373,Female,B.E/B.Tech,CSE,7.56,85.63,PwC Acceleration Center,6,9,4,No,8,10,7,4,9,5,1,4,3,1,4,6,8,3
374,Female,B.E/B.Tech,CSE,9.14,93.13,Darwin Box (Internship),13,8,6,Yes,10,8,9,8,8,3,1,6,2,7,5,0,8,8
375,Male,B.E/B.Tech,CSE,8.2,94.47,Mathworks,15.5,5,10,Yes,6,5,8,7,5,10,7,3,8,1,7,5,9,8
376,Female,B.E/B.Tech,CSE,7.99,91.88,JP Morgan Chase,14,0,7,Yes,7,5,8,8,8,4,8,6,6,4,8,5,5,7
377,Male,B.E/B.Tech,CSE,7.97,91.1,Micron (EPS),9.1,9,8,Yes,8,9,5,0,6,8,4,3,5,2,1,1,1,9
378,Male,B.E/B.Tech,CSE,8.91,88.96,Oracle (FSGBU),16.6,9,9,Yes,6,6,9,5,8,6,9,9,8,0,0,6,9,4
379,Male,B.E/B.Tech,CSE,8.17,92.27,Infosys (SE),4,4,3,No,5,2,4,4,2,6,3,5,3,5,6,0,8,5
380,Male,B.E/B.Tech,CSE,8.39,85.26,Modak Analytics,6,9,0,No,4,8,7,5,2,10,7,3,8,1,0,3,9,8
381,Male,B.E/B.Tech,CSE,8.66,92.55,Micron (EPS),9.1,6,6,No,10,10,10,0,8,5,7,6,1,5,0,2,8,4
382,Male,B.E/B.Tech,CSE,8.24,91.1,Oracle (GBU),16.6,9,2,Yes,10,9,6,4,6,6,9,5,10,5,3,5,0,6
383,Female,B.E/B.Tech,CSE,7.4,87.46,Infosys (SE),4,2,9,No,6,0,6,1,9,5,1,3,1,3,3,6,3,6
384,Male,B.E/B.Tech,CSE,8.69,93.75,Care Allianz,11,4,8,No,5,8,5,2,8,3,1,10,8,2,7,5,10,7
385,Male,B.E/B.Tech,CSE,7.47,85.54,Cognizant GenC,5,9,4,No,9,8,7,0,10,9,6,3,2,2,8,1,0,8
386,Male,B.E/B.Tech,CSE,8.63,97.05,Mathworks,15.5,10,4,Yes,9,9,7,4,9,8,7,4,5,8,5,3,5,10
387,Female,B.E/B.Tech,CSE,8.98,92.36,HD Works,12,1,2,Yes,6,1,6,5,7,7,9,5,3,7,8,1,10,9
388,Male,B.E/B.Tech,CSE,8.5,86.42,Advance Auto Parts,9,10,2,No,7,6,10,10,4,5,6,8,10,2,1,3,6,2
389,Male,B.E/B.Tech,CSE,8.43,94.81,Accolite,8,5,0,No,4,2,7,5,7,8,7,7,7,4,7,4,4,6
390,Male,B.E/B.Tech,CSE,8.39,91.6,Barclays,12.75,6,10,Yes,5,8,8,7,6,5,1,7,10,1,0,4,3,8
391,Male,B.E/B.Tech,CSE,7.35,86.48,Cognizant GenC,5,1,10,Yes,4,6,4,2,7,8,8,8,2,5,0,0,0,3
392,Male,B.E/B.Tech,CSE,7.85,85.65,Capgemini (Sr.Analyst),7.5,10,4,Yes,5,2,8,9,8,8,6,3,1,2,1,5,0,5
393,Female,B.E/B.Tech,CSE,9.36,91.2,Micron (EPS),9.1,6,8,Yes,4,9,4,2,2,4,5,7,5,6,6,1,5,8
394,Male,B.E/B.Tech,CSE,7.54,94.6,Care Allianz,11,8,7,No,4,0,6,2,5,10,5,5,9,8,4,6,9,3
395,Male,B.E/B.Tech,CSE,8.3,92.61,Micron (ETD),8.1,10,3,No,6,6,9,5,10,7,2,7,3,2,1,0,10,4
396,Male,B.E/B.Tech,CSE,7.76,87.24,Care Allianz,11,7,7,Yes,5,4,4,7,6,9,2,4,1,8,7,1,9,6
397,Male,B.E/B.Tech,CSE,8.88,94.33,HD Works,12,4,8,Yes,9,5,10,6,8,10,2,7,4,3,7,6,4,6
398,Female,B.E/B.Tech,CSE,7.69,92.48,PwC Acceleration Center,6,9,4,No,5,9,5,6,5,4,5,4,2,6,1,5,7,10
399,Female,B.E/B.Tech,CSE,7.84,86.73,Accenture (Adv ASE),6.5,6,4,No,5,3,9,2,10,8,5,7,8,4,1,4,3,6
400,Male,B.E/B.Tech,CSE,8.7,86.58,Keka,7,3,6,No,6,1,4,9,2,7,1,7,8,2,3,6,5,10
401,Male,B.E/B.Tech,CSE,7.85,87.58,Advance Auto Parts,9,1,9,Yes,8,4,7,5,5,3,7,4,7,3,5,1,0,10
402,Female,B.E/B.Tech,CSE,9.05,89.13,Mathworks,15.5,4,5,Yes,9,2,9,8,2,5,7,6,9,8,2,4,3,3
403,Male,B.E/B.Tech,CSE,8.9,93.85,Oracle (GBU),16.6,10,8,Yes,10,5,5,2,9,7,1,8,10,7,0,6,5,6
404,Female,B.E/B.Tech,CSE,8.02,87.73,LTI (Level 1),5,6,4,No,5,10,9,0,7,2,2,7,4,7,6,6,2,7
405,Female,B.E/B.Tech,CSE,7.28,97.24,TCS,3.6,1,6,No,8,2,7,2,7,3,2,8,8,1,7,3,2,10
406,Female,B.E/B.Tech,CSE,8.44,96.66,Micron (EPS),9.1,0,3,Yes,8,5,5,4,2,7,6,9,7,7,5,1,8,6
407,Male,B.E/B.Tech,CSE,7.36,89.56,Care Allianz,11,1,10,No,9,4,7,6,4,7,4,5,8,5,7,4,8,5
408,Female,B.E/B.Tech,CSE,8.17,93.16,Barclays,12.75,10,10,No,9,8,8,8,7,2,8,3,10,8,8,4,3,10
409,Female,B.E/B.Tech,CSE,7.59,86.88,Mathworks,15.5,9,7,No,4,10,8,3,9,4,9,9,10,5,5,6,2,3
410,Male,B.E/B.Tech,CSE,7.61,90.23,Mathworks,15.5,6,4,Yes,8,5,7,3,10,6,7,9,5,8,5,2,6,5
411,Female,B.E/B.Tech,CSE,8.41,85.27,Barclays,12.75,3,5,Yes,8,7,4,6,10,4,4,4,7,2,2,5,10,10
412,Female,B.E/B.Tech,CSE,7.35,96.6,Cognizant GenC,5,6,1,No,6,6,9,10,7,7,1,9,5,0,1,1,9,9
413,Male,B.E/B.Tech,CSE,9.32,92.11,Care Allianz,11,3,7,Yes,9,2,5,5,3,5,1,5,4,4,6,5,6,8
414,Female,B.E/B.Tech,CSE,9.23,92.27,Barclays,12.75,3,10,Yes,7,9,10,9,3,3,8,8,3,6,5,2,5,5
415,Male,B.E/B.Tech,CSE,8.75,94.17,Mindtree,4,1,7,No,4,1,7,9,8,6,1,4,6,1,0,0,4,10
416,Female,B.E/B.Tech,CSE,8.2,95.76,Micron (EPS),9.1,0,10,Yes,7,7,4,7,10,2,1,6,7,3,1,3,7,8
417,Male,B.E/B.Tech,CSE,8.53,91.86,Accenture (Adv ASE),6.5,0,10,No,5,4,9,6,3,4,5,10,4,2,2,3,8,7
418,Male,B.E/B.Tech,CSE,8.65,96.05,Oracle (GBU),16.6,7,7,Yes,7,5,5,3,9,8,5,7,9,3,5,3,2,6
419,Female,B.E/B.Tech,CSE,7.91,89.16,Micron (EPS),9.1,9,6,No,10,1,4,9,3,2,8,5,9,8,2,2,5,8
420,Male,B.E/B.Tech,CSE,7.36,92.27,Micron (ETD),8.1,8,4,No,4,4,7,7,3,4,1,7,8,0,6,5,10,6
421,Female,B.E/B.Tech,CSE,8.74,92.35,Modak Analytics,6,2,2,No,9,8,4,5,10,6,3,5,7,5,7,5,3,3
422,Male,B.E/B.Tech,CSE,7.32,92.37,Oracle (FSGBU),16.6,7,7,Yes,7,5,8,8,2,8,8,10,5,0,7,1,2,10
423,Female,B.E/B.Tech,CSE,8.73,88.28,Darwin Box (Internship),13,8,5,Yes,10,2,5,1,6,10,8,6,8,4,3,4,5,3
424,Female,B.E/B.Tech,CSE,8.65,92.77,Oracle (GBU),16.6,4,6,Yes,9,1,5,8,6,10,9,6,2,7,2,6,3,7
425,Female,B.E/B.Tech,CSE,8.36,96.46,Darwin Box (Internship),13,3,9,Yes,9,4,10,9,9,10,4,3,5,2,6,5,6,8
426,Male,B.E/B.Tech,CSE,8.77,95.35,Care Allianz,11,10,8,Yes,10,2,10,0,3,5,2,3,6,0,5,5,9,5
427,Female,B.E/B.Tech,CSE,7.4,88.54,Micron (EPS),9.1,1,5,No,7,0,5,9,5,6,6,8,10,5,8,5,2,7
428,Male,B.E/B.Tech,CSE,9.22,96.33,Oracle (FSGBU),16.6,0,5,Yes,9,6,10,8,4,6,8,4,8,3,5,2,1,8
429,Female,B.E/B.Tech,CSE,7.9,95.23,Micron (EPS),9.1,3,7,Yes,4,7,6,0,9,7,2,9,5,0,0,6,9,7
430,Male,B.E/B.Tech,CSE,7.41,91.77,Advance Auto Parts,9,9,0,Yes,7,2,7,10,4,4,6,9,7,0,5,5,2,9
431,Female,B.E/B.Tech,CSE,9.08,88.31,Barclays,12.75,4,3,Yes,7,3,6,10,9,8,9,10,10,3,4,6,8,3
432,Male,B.E/B.Tech,CSE,7.68,92.94,Micron (EPS),9.1,3,8,No,9,7,5,7,10,10,1,10,9,1,0,2,5,7
433,Male,B.E/B.Tech,CSE,9.16,88.21,Advance Auto Parts,9,6,8,No,10,9,7,10,2,2,9,7,7,4,6,2,1,2
434,Female,B.E/B.Tech,CSE,7.27,91.91,Infosys (DSE),5,10,0,Yes,8,3,6,3,2,9,3,6,5,4,1,4,0,5
435,Female,B.E/B.Tech,CSE,8.08,93.02,Micron (EPS),9.1,8,0,Yes,7,7,7,2,2,2,4,10,4,7,7,4,7,8
436,Male,B.E/B.Tech,CSE,8.17,86.72,HD Works,12,7,10,Yes,8,5,9,9,2,8,8,6,10,1,7,4,6,8
437,Female,B.E/B.Tech,CSE,7.9,95.09,HD Works,12,10,5,No,6,6,9,9,7,9,6,8,9,5,1,4,7,10
438,Female,B.E/B.Tech,CSE,9.31,94.79,Advance Auto Parts,9,3,7,No,10,5,7,1,4,10,6,9,6,7,0,3,4,6
439,Male,B.E/B.Tech,CSE,9.16,95.28,HD Works,12,4,5,Yes,7,7,6,8,8,9,1,9,2,6,0,4,9,5
440,Female,B.E/B.Tech,CSE,7.82,92.98,Micron (EPS),9.1,4,4,Yes,7,8,8,4,2,10,1,7,3,8,7,4,4,3
441,Female,B.E/B.Tech,CSE,8.34,96,Cognizant GenC,5,2,1,Yes,5,7,8,2,4,3,6,9,6,3,0,0,7,3
442,Female,B.E/B.Tech,CSE,7.56,86.95,Wipro,3.6,0,8,No,6,4,7,6,8,8,6,4,1,2,6,5,4,2
443,Male,B.E/B.Tech,CSE,8.74,90.6,LTI (Level 2),6.5,5,0,No,9,1,7,9,8,5,8,3,8,2,4,0,6,3
444,Male,B.E/B.Tech,CSE,7.9,92.65,JP Morgan Chase,14,8,7,No,9,5,6,10,6,4,7,10,9,6,6,6,2,4
445,Male,B.E/B.Tech,CSE,7.7,89.98,LTI (Level 2),6.5,4,9,No,6,2,9,0,9,10,2,6,10,0,2,2,3,4
446,Male,B.E/B.Tech,CSE,7.47,90.43,Cognizant GenC,5,3,0,No,10,4,9,2,10,4,2,4,7,6,4,1,3,3
447,Male,B.E/B.Tech,CSE,7.62,95.95,Capgemini (Sr.Analyst),7.5,1,7,No,5,5,9,7,2,8,2,10,2,2,4,5,5,4
448,Male,B.E/B.Tech,CSE,8.3,97.46,Modak Analytics,6,1,9,Yes,9,0,6,0,4,2,2,7,1,8,4,3,9,5
449,Female,B.E/B.Tech,CSE,8.45,94.93,Infosys (SE),4,3,5,No,7,1,4,5,2,4,7,7,5,4,8,3,3,7
450,Female,B.E/B.Tech,CSE,8.35,94.88,Advance Auto Parts,9,3,10,Yes,6,4,4,8,4,7,4,10,2,8,2,3,4,5
451,Female,B.E/B.Tech,CSE,8.81,91.65,Keka,7,9,6,No,5,5,6,0,8,3,4,3,10,0,5,1,8,7
452,Male,B.E/B.Tech,CSE,8.1,92.75,HD Works,12,8,9,Yes,9,1,10,0,8,5,3,7,7,7,5,1,7,10
453,Female,B.E/B.Tech,CSE,7.61,96.23,LTI (Level 2),6.5,10,0,No,10,6,5,6,5,7,8,4,4,2,3,4,9,3
454,Male,B.E/B.Tech,CSE,7.79,86.91,Micron (ETD),8.1,6,6,No,9,7,7,1,6,6,1,10,10,0,0,0,5,10
455,Male,B.E/B.Tech,CSE,9.21,89.63,Micron (EPS),9.1,9,0,No,7,1,5,6,4,9,7,6,5,8,4,5,7,5
456,Male,B.E/B.Tech,CSE,8.61,87.37,JP Morgan Chase,14,10,7,No,8,1,10,4,2,7,4,9,5,8,3,1,9,10
457,Female,B.E/B.Tech,CSE,8.66,96.35,Care Allianz,11,5,3,Yes,7,2,8,9,2,9,4,6,9,6,3,0,6,7
458,Male,B.E/B.Tech,CSE,8.1,95.66,Advance Auto Parts,9,0,8,Yes,8,4,6,9,9,8,1,6,3,7,1,1,6,7
459,Male,B.E/B.Tech,CSE,7.64,96.31,Advance Auto Parts,9,4,2,No,10,5,9,6,5,2,9,10,6,4,7,5,0,5
460,Male,B.E/B.Tech,CSE,8.25,96.23,Micron (EPS),9.1,3,5,Yes,5,0,4,8,3,3,6,10,7,7,8,1,0,10
461,Female,B.E/B.Tech,CSE,7.43,91.17,Advance Auto Parts,9,9,0,Yes,8,3,9,0,10,2,7,9,3,3,3,0,7,8
462,Male,B.E/B.Tech,CSE,9.32,97.6,Oracle (FSGBU),16.6,5,0,No,8,9,6,7,7,6,9,9,1,6,4,3,8,10
463,Female,B.E/B.Tech,CSE,9.04,85.15,Modak Analytics,6,5,9,No,5,7,7,6,6,6,4,5,3,5,6,0,3,7
464,Male,B.E/B.Tech,CSE,7.43,95.8,Care Allianz,11,5,3,Yes,4,7,9,7,6,5,4,6,4,0,5,5,6,8
465,Female,B.E/B.Tech,CSE,7.84,89.28,Cognizant GenC,5,10,6,No,6,2,8,5,5,7,6,8,4,2,0,4,0,4
466,Female,B.E/B.Tech,CSE,9.28,91.27,Deloitte (Tax),7.6,5,0,No,5,1,4,6,10,2,8,6,6,4,8,3,5,9
467,Female,B.E/B.Tech,CSE,8.51,87.2,JP Morgan Chase,14,10,6,No,9,4,9,6,6,5,2,5,7,7,7,6,8,7
468,Male,B.E/B.Tech,CSE,8.96,95.03,Deloitte (Tax),7.6,1,8,No,4,4,6,2,8,3,7,9,6,3,1,5,8,8
469,Female,B.E/B.Tech,CSE,7.64,88.43,Advance Auto Parts,9,10,4,No,7,3,8,2,9,5,3,10,5,6,6,6,2,5
470,Male,B.E/B.Tech,CSE,8.56,87.63,Advance Auto Parts,9,4,5,No,4,1,8,6,8,10,5,4,9,7,5,5,4,9
471,Female,B.E/B.Tech,CSE,8.47,93.57,Cognizant GenC,5,6,2,Yes,7,3,6,3,7,4,5,9,7,5,1,4,4,2
472,Female,B.E/B.Tech,CSE,8.57,92.33,Deloitte (Tax),7.6,5,9,No,4,4,10,2,7,2,2,7,3,0,8,6,3,7
473,Male,B.E/B.Tech,CSE,8.3,95.92,Accolite,8,0,5,No,9,3,10,9,9,6,3,6,4,0,5,3,4,4
474,Male,B.E/B.Tech,CSE,7.82,92.65,TCS,3.6,8,0,Yes,4,0,10,3,4,4,1,5,7,4,0,1,2,6
475,Female,B.E/B.Tech,CSE,8.63,91.17,Keka,7,2,5,Yes,9,4,8,4,3,7,3,9,2,0,4,5,4,3
476,Male,B.E/B.Tech,CSE,7.26,91.22,Oracle (FSGBU),16.6,3,8,No,4,4,10,9,10,10,9,5,4,7,3,4,9,7
477,Male,B.E/B.Tech,CSE,8.8,91.92,Micron (EPS),9.1,6,4,Yes,10,10,10,1,6,4,2,5,2,8,5,5,4,3
478,Male,B.E/B.Tech,CSE,8.96,89.02,HD Works,12,5,10,Yes,5,5,9,6,4,9,3,3,8,3,8,2,3,4
479,Male,B.E/B.Tech,CSE,7.27,88.01,Care Allianz,11,5,5,Yes,6,8,6,2,4,9,7,9,4,3,5,2,1,8
480,Female,B.E/B.Tech,CSE,7.69,97.32,Micron (EPS),9.1,0,5,No,5,7,9,9,8,2,8,5,10,1,1,5,9,7
481,Female,B.E/B.Tech,CSE,7.62,96.24,PwC Acceleration Center,6,9,6,No,4,8,10,4,2,2,6,8,10,0,7,2,0,7
482,Female,B.E/B.Tech,CSE,8.62,91.68,Accenture (Adv ASE),6.5,6,4,Yes,4,5,7,9,3,2,2,5,4,5,4,6,6,3
483,Male,B.E/B.Tech,CSE,7.47,91.99,Capgemini (Analyst),4,1,0,No,9,2,6,4,7,4,6,10,1,0,1,1,8,10
484,Female,B.E/B.Tech,CSE,8.63,87.54,Infosys (SE),4,10,4,No,5,0,6,4,9,6,3,5,4,5,0,3,6,2
485,Female,B.E/B.Tech,CSE,9.27,85.32,Advance Auto Parts,9,6,0,No,6,9,4,8,3,6,8,10,3,5,5,2,5,6
486,Male,B.E/B.Tech,CSE,8.8,96.17,Barclays,12.75,7,5,Yes,4,10,8,10,10,10,6,3,8,4,7,6,5,7
487,Female,B.E/B.Tech,CSE,9.38,94.41,Barclays,12.75,5,8,Yes,5,4,9,5,8,6,9,3,6,1,5,4,3,7
488,Female,B.E/B.Tech,CSE,7.92,85.58,Micron (EPS),9.1,0,0,Yes,6,4,6,8,5,4,4,5,6,6,8,0,6,10
489,Male,B.E/B.Tech,CSE,8.27,90.52,Micron (EPS),9.1,0,6,Yes,8,9,10,5,4,6,8,5,4,3,0,2,10,5
490,Female,B.E/B.Tech,CSE,8.08,92.57,Micron (EPS),9.1,2,8,No,4,10,7,1,7,7,8,10,8,1,4,5,1,9
491,Male,B.E/B.Tech,CSE,9.16,96.31,Collins Aerospace (Internship),6.25,10,6,Yes,5,7,5,0,2,3,2,10,8,2,4,2,3,3
492,Female,B.E/B.Tech,CSE,9.03,93.58,Micron (EPS),9.1,3,2,No,7,7,4,8,9,2,4,10,5,2,7,4,5,10
493,Male,B.E/B.Tech,CSE,7.47,89.02,HD Works,12,2,10,No,4,5,4,10,10,4,3,8,8,5,3,4,10,9
494,Male,B.E/B.Tech,CSE,8.28,87.91,Advance Auto Parts,9,1,10,Yes,9,3,4,6,6,3,5,10,2,7,1,0,10,6
495,Male,B.E/B.Tech,CSE,7.41,90.51,Advance Auto Parts,9,1,5,Yes,4,0,9,6,7,3,3,10,4,0,3,5,9,10
496,Female,B.E/B.Tech,CSE,8.3,86.23,Micron (EPS),9.1,10,3,Yes,4,7,4,2,6,3,5,10,7,3,0,0,7,8
497,Female,B.E/B.Tech,CSE,8.64,97.02,Darwin Box (Internship),13,1,7,Yes,9,9,5,9,9,7,1,6,7,8,6,5,8,7
498,Female,B.E/B.Tech,CSE,8.89,96.11,Capgemini (Sr.Analyst),7.5,0,10,No,8,4,5,6,9,3,4,10,8,1,5,4,3,2
499,Male,B.E/B.Tech,CSE,7.79,93.72,Micron (EPS),9.1,9,7,No,5,10,9,5,8,4,2,10,2,4,5,0,8,4
500,Male,B.E/B.Tech,CSE,9.1,85.11,Oracle (FSGBU),16.6,5,9,Yes,6,8,8,0,9,7,6,10,2,8,6,3,6,4
501,Male,B.E/B.Tech,CSE,8.17,93.55,Capgemini (Analyst),4,10,0,No,6,1,4,1,6,5,8,6,5,5,8,1,0,3
